Time_IV(s),Voltage(V),Current(A),Time_Optical(s),OpticalSignal
,,,55.300000,158.000000
,,,55.310000,134.000000
,,,55.320000,140.000000
,,,55.330000,140.000000
,,,55.340000,135.000000
,,,55.350000,128.000000
,,,55.360000,135.000000
,,,55.370000,132.000000
,,,55.380000,157.000000
,,,55.390000,140.000000
,,,55.400000,136.000000
,,,55.410000,130.000000
,,,55.420000,112.000000
,,,55.430000,155.000000
,,,55.440000,132.000000
,,,55.450000,129.000000
,,,55.460000,130.000000
,,,55.470000,113.000000
,,,55.480000,154.000000
,,,55.490000,158.000000
,,,55.500000,145.000000
,,,55.510000,142.000000
,,,55.520000,132.000000
,,,55.530000,133.000000
,,,55.540000,132.000000
,,,55.550000,120.000000
,,,55.560000,138.000000
,,,55.570000,121.000000
,,,55.580000,133.000000
,,,55.590000,126.000000
,,,55.600000,139.000000
,,,55.610000,133.000000
,,,55.620000,135.000000
,,,55.630000,176.000000
,,,55.640000,153.000000
,,,55.650000,129.000000
,,,55.660000,143.000000
,,,55.670000,162.000000
,,,55.680000,137.000000
,,,55.690000,148.000000
,,,55.700000,161.000000
,,,55.710000,136.000000
,,,55.720000,141.000000
,,,55.730000,135.000000
,,,55.740000,129.000000
,,,55.750000,135.000000
,,,55.760000,146.000000
,,,55.770000,129.000000
,,,55.780000,124.000000
,,,55.790000,147.000000
,,,55.800000,146.000000
,,,55.810000,150.000000
,,,55.820000,133.000000
,,,55.830000,155.000000
,,,55.840000,142.000000
,,,55.850000,140.000000
,,,55.860000,141.000000
,,,55.870000,127.000000
,,,55.880000,142.000000
,,,55.890000,149.000000
,,,55.900000,139.000000
,,,55.910000,148.000000
,,,55.920000,134.000000
,,,55.930000,130.000000
,,,55.940000,131.000000
,,,55.950000,137.000000
,,,55.960000,144.000000
,,,55.970000,145.000000
,,,55.980000,148.000000
,,,55.990000,145.000000
,,,56.000000,157.000000
,,,56.010000,143.000000
,,,56.020000,118.000000
,,,56.030000,181.000000
,,,56.040000,143.000000
,,,56.050000,133.000000
,,,56.060000,135.000000
,,,56.070000,135.000000
,,,56.080000,153.000000
,,,56.090000,144.000000
,,,56.100000,119.000000
,,,56.110000,151.000000
,,,56.120000,166.000000
,,,56.130000,155.000000
,,,56.140000,146.000000
,,,56.150000,121.000000
,,,56.160000,156.000000
,,,56.170000,146.000000
,,,56.180000,136.000000
,,,56.190000,145.000000
,,,56.200000,136.000000
,,,56.210000,132.000000
,,,56.220000,136.000000
,,,56.230000,144.000000
,,,56.240000,140.000000
,,,56.250000,151.000000
,,,56.260000,134.000000
,,,56.270000,145.000000
,,,56.280000,141.000000
,,,56.290000,167.000000
,,,56.300000,134.000000
,,,56.310000,147.000000
,,,56.320000,147.000000
,,,56.330000,111.000000
,,,56.340000,140.000000
,,,56.350000,149.000000
,,,56.360000,158.000000
,,,56.370000,137.000000
,,,56.380000,123.000000
,,,56.390000,141.000000
,,,56.400000,114.000000
,,,56.410000,165.000000
,,,56.420000,152.000000
,,,56.430000,142.000000
,,,56.440000,165.000000
,,,56.450000,141.000000
,,,56.460000,154.000000
,,,56.470000,146.000000
,,,56.480000,138.000000
,,,56.490000,126.000000
,,,56.500000,156.000000
,,,56.510000,114.000000
,,,56.520000,157.000000
,,,56.530000,155.000000
,,,56.540000,148.000000
,,,56.550000,156.000000
,,,56.560000,128.000000
,,,56.570000,136.000000
,,,56.580000,144.000000
,,,56.590000,112.000000
,,,56.600000,137.000000
,,,56.610000,117.000000
,,,56.620000,120.000000
,,,56.630000,146.000000
,,,56.640000,163.000000
,,,56.650000,156.000000
,,,56.660000,156.000000
,,,56.670000,150.000000
,,,56.680000,133.000000
,,,56.690000,138.000000
,,,56.700000,142.000000
,,,56.710000,137.000000
,,,56.720000,150.000000
,,,56.730000,155.000000
,,,56.740000,157.000000
,,,56.750000,139.000000
,,,56.760000,149.000000
,,,56.770000,139.000000
,,,56.780000,131.000000
,,,56.790000,142.000000
,,,56.800000,143.000000
,,,56.810000,172.000000
,,,56.820000,157.000000
,,,56.830000,139.000000
,,,56.840000,149.000000
,,,56.850000,141.000000
,,,56.860000,149.000000
,,,56.870000,119.000000
,,,56.880000,134.000000
,,,56.890000,128.000000
,,,56.900000,143.000000
,,,56.910000,133.000000
,,,56.920000,149.000000
,,,56.930000,165.000000
,,,56.940000,139.000000
,,,56.950000,154.000000
,,,56.960000,149.000000
,,,56.970000,139.000000
,,,56.980000,131.000000
,,,56.990000,150.000000
,,,57.000000,166.000000
,,,57.010000,143.000000
,,,57.020000,128.000000
,,,57.030000,138.000000
,,,57.040000,153.000000
,,,57.050000,162.000000
,,,57.060000,135.000000
,,,57.070000,151.000000
,,,57.080000,142.000000
,,,57.090000,120.000000
,,,57.100000,169.000000
,,,57.110000,144.000000
,,,57.120000,137.000000
,,,57.130000,117.000000
,,,57.140000,152.000000
,,,57.150000,134.000000
,,,57.160000,121.000000
,,,57.170000,124.000000
,,,57.180000,128.000000
,,,57.190000,141.000000
,,,57.200000,140.000000
,,,57.210000,146.000000
,,,57.220000,142.000000
,,,57.230000,158.000000
,,,57.240000,141.000000
,,,57.250000,137.000000
,,,57.260000,123.000000
,,,57.270000,148.000000
,,,57.280000,154.000000
,,,57.290000,137.000000
,,,57.300000,152.000000
,,,57.310000,150.000000
,,,57.320000,128.000000
,,,57.330000,132.000000
,,,57.340000,148.000000
,,,57.350000,155.000000
,,,57.360000,133.000000
,,,57.370000,129.000000
,,,57.380000,147.000000
,,,57.390000,150.000000
,,,57.400000,147.000000
,,,57.410000,173.000000
,,,57.420000,135.000000
,,,57.430000,153.000000
,,,57.440000,131.000000
,,,57.450000,162.000000
,,,57.460000,156.000000
,,,57.470000,110.000000
,,,57.480000,111.000000
,,,57.490000,145.000000
,,,57.500000,153.000000
,,,57.510000,139.000000
,,,57.520000,139.000000
,,,57.530000,138.000000
,,,57.540000,142.000000
,,,57.550000,146.000000
,,,57.560000,139.000000
,,,57.570000,164.000000
,,,57.580000,144.000000
,,,57.590000,133.000000
,,,57.600000,146.000000
,,,57.610000,136.000000
,,,57.620000,148.000000
,,,57.630000,126.000000
,,,57.640000,138.000000
,,,57.650000,133.000000
,,,57.660000,146.000000
,,,57.670000,127.000000
,,,57.680000,155.000000
,,,57.690000,128.000000
,,,57.700000,154.000000
,,,57.710000,162.000000
,,,57.720000,121.000000
,,,57.730000,144.000000
,,,57.740000,144.000000
,,,57.750000,138.000000
,,,57.760000,147.000000
,,,57.770000,137.000000
,,,57.780000,131.000000
,,,57.790000,145.000000
,,,57.800000,140.000000
,,,57.810000,135.000000
,,,57.820000,135.000000
,,,57.830000,138.000000
,,,57.840000,142.000000
,,,57.850000,147.000000
,,,57.860000,144.000000
,,,57.870000,151.000000
,,,57.880000,146.000000
,,,57.890000,140.000000
,,,57.900000,141.000000
,,,57.910000,138.000000
,,,57.920000,118.000000
,,,57.930000,138.000000
,,,57.940000,148.000000
,,,57.950000,149.000000
,,,57.960000,159.000000
,,,57.970000,121.000000
,,,57.980000,132.000000
,,,57.990000,147.000000
,,,58.000000,128.000000
,,,58.010000,150.000000
,,,58.020000,147.000000
,,,58.030000,127.000000
,,,58.040000,147.000000
,,,58.050000,117.000000
,,,58.060000,123.000000
,,,58.070000,165.000000
,,,58.080000,128.000000
,,,58.090000,125.000000
,,,58.100000,170.000000
,,,58.110000,125.000000
,,,58.120000,157.000000
,,,58.130000,143.000000
,,,58.140000,126.000000
,,,58.150000,154.000000
,,,58.160000,148.000000
,,,58.170000,141.000000
,,,58.180000,135.000000
,,,58.190000,118.000000
,,,58.200000,167.000000
,,,58.210000,164.000000
,,,58.220000,133.000000
,,,58.230000,146.000000
,,,58.240000,118.000000
,,,58.250000,134.000000
,,,58.260000,137.000000
,,,58.270000,126.000000
,,,58.280000,135.000000
,,,58.290000,136.000000
,,,58.300000,147.000000
,,,58.310000,127.000000
,,,58.320000,138.000000
,,,58.330000,136.000000
,,,58.340000,157.000000
,,,58.350000,139.000000
,,,58.360000,155.000000
,,,58.370000,149.000000
,,,58.380000,141.000000
,,,58.390000,150.000000
,,,58.400000,151.000000
,,,58.410000,128.000000
,,,58.420000,138.000000
,,,58.430000,135.000000
,,,58.440000,145.000000
,,,58.450000,131.000000
,,,58.460000,130.000000
,,,58.470000,143.000000
,,,58.480000,130.000000
,,,58.490000,155.000000
,,,58.500000,138.000000
,,,58.510000,142.000000
,,,58.520000,139.000000
,,,58.530000,155.000000
,,,58.540000,144.000000
,,,58.550000,146.000000
,,,58.560000,139.000000
,,,58.570000,154.000000
,,,58.580000,130.000000
,,,58.590000,172.000000
,,,58.600000,133.000000
,,,58.610000,126.000000
,,,58.620000,142.000000
,,,58.630000,128.000000
,,,58.640000,131.000000
,,,58.650000,144.000000
,,,58.660000,127.000000
,,,58.670000,139.000000
,,,58.680000,148.000000
,,,58.690000,141.000000
,,,58.700000,151.000000
,,,58.710000,143.000000
,,,58.720000,146.000000
,,,58.730000,143.000000
,,,58.740000,136.000000
,,,58.750000,121.000000
,,,58.760000,134.000000
,,,58.770000,129.000000
,,,58.780000,136.000000
,,,58.790000,144.000000
,,,58.800000,140.000000
,,,58.810000,152.000000
,,,58.820000,128.000000
,,,58.830000,145.000000
,,,58.840000,121.000000
,,,58.850000,146.000000
,,,58.860000,144.000000
,,,58.870000,140.000000
,,,58.880000,142.000000
,,,58.890000,144.000000
,,,58.900000,143.000000
,,,58.910000,131.000000
,,,58.920000,152.000000
,,,58.930000,125.000000
,,,58.940000,143.000000
,,,58.950000,134.000000
,,,58.960000,155.000000
,,,58.970000,137.000000
,,,58.980000,150.000000
,,,58.990000,129.000000
,,,59.000000,134.000000
,,,59.010000,154.000000
,,,59.020000,128.000000
,,,59.030000,137.000000
,,,59.040000,161.000000
,,,59.050000,140.000000
,,,59.060000,151.000000
,,,59.070000,137.000000
,,,59.080000,153.000000
,,,59.090000,140.000000
,,,59.100000,149.000000
,,,59.110000,140.000000
,,,59.120000,135.000000
,,,59.130000,138.000000
,,,59.140000,134.000000
,,,59.150000,110.000000
,,,59.160000,151.000000
,,,59.170000,134.000000
,,,59.180000,128.000000
,,,59.190000,141.000000
,,,59.200000,139.000000
,,,59.210000,137.000000
,,,59.220000,143.000000
,,,59.230000,134.000000
,,,59.240000,138.000000
,,,59.250000,159.000000
,,,59.260000,127.000000
,,,59.270000,121.000000
,,,59.280000,163.000000
,,,59.290000,134.000000
,,,59.300000,145.000000
,,,59.310000,127.000000
,,,59.320000,156.000000
,,,59.330000,125.000000
,,,59.340000,153.000000
,,,59.350000,157.000000
,,,59.360000,140.000000
,,,59.370000,127.000000
,,,59.380000,124.000000
,,,59.390000,147.000000
,,,59.400000,133.000000
,,,59.410000,127.000000
,,,59.420000,135.000000
,,,59.430000,162.000000
,,,59.440000,123.000000
,,,59.450000,139.000000
,,,59.460000,147.000000
,,,59.470000,138.000000
,,,59.480000,149.000000
,,,59.490000,146.000000
,,,59.500000,151.000000
,,,59.510000,146.000000
,,,59.520000,163.000000
,,,59.530000,148.000000
,,,59.540000,157.000000
,,,59.550000,167.000000
,,,59.560000,138.000000
,,,59.570000,146.000000
,,,59.580000,169.000000
,,,59.590000,141.000000
,,,59.600000,135.000000
,,,59.610000,128.000000
,,,59.620000,142.000000
,,,59.630000,147.000000
,,,59.640000,149.000000
,,,59.650000,130.000000
,,,59.660000,153.000000
,,,59.670000,161.000000
,,,59.680000,121.000000
,,,59.690000,129.000000
,,,59.700000,129.000000
,,,59.710000,145.000000
,,,59.720000,135.000000
,,,59.730000,130.000000
,,,59.740000,120.000000
,,,59.750000,144.000000
,,,59.760000,149.000000
,,,59.770000,132.000000
,,,59.780000,143.000000
,,,59.790000,120.000000
,,,59.800000,118.000000
,,,59.810000,150.000000
,,,59.820000,125.000000
,,,59.830000,134.000000
,,,59.840000,147.000000
,,,59.850000,110.000000
,,,59.860000,129.000000
,,,59.870000,172.000000
,,,59.880000,139.000000
,,,59.890000,139.000000
,,,59.900000,120.000000
,,,59.910000,142.000000
,,,59.920000,142.000000
,,,59.930000,136.000000
,,,59.940000,127.000000
,,,59.950000,126.000000
,,,59.960000,141.000000
,,,59.970000,142.000000
,,,59.980000,119.000000
,,,59.990000,153.000000
,,,60.000000,166.000000
,,,60.010000,148.000000
,,,60.020000,164.000000
,,,60.030000,150.000000
,,,60.040000,141.000000
,,,60.050000,146.000000
,,,60.060000,129.000000
,,,60.070000,133.000000
,,,60.080000,161.000000
,,,60.090000,147.000000
,,,60.100000,148.000000
,,,60.110000,133.000000
,,,60.120000,139.000000
,,,60.130000,158.000000
,,,60.140000,129.000000
,,,60.150000,166.000000
,,,60.160000,124.000000
,,,60.170000,151.000000
,,,60.180000,142.000000
,,,60.190000,142.000000
,,,60.200000,136.000000
,,,60.210000,160.000000
,,,60.220000,144.000000
,,,60.230000,153.000000
,,,60.240000,160.000000
,,,60.250000,132.000000
,,,60.260000,149.000000
,,,60.270000,127.000000
,,,60.280000,167.000000
,,,60.290000,142.000000
,,,60.300000,130.000000
,,,60.310000,144.000000
,,,60.320000,144.000000
,,,60.330000,140.000000
,,,60.340000,133.000000
,,,60.350000,145.000000
,,,60.360000,101.000000
,,,60.370000,160.000000
,,,60.380000,147.000000
,,,60.390000,155.000000
,,,60.400000,138.000000
,,,60.410000,129.000000
,,,60.420000,136.000000
,,,60.430000,141.000000
,,,60.440000,145.000000
,,,60.450000,149.000000
,,,60.460000,150.000000
,,,60.470000,154.000000
,,,60.480000,121.000000
,,,60.490000,148.000000
,,,60.500000,136.000000
,,,60.510000,122.000000
,,,60.520000,155.000000
,,,60.530000,134.000000
,,,60.540000,116.000000
,,,60.550000,132.000000
,,,60.560000,131.000000
,,,60.570000,119.000000
,,,60.580000,142.000000
,,,60.590000,123.000000
,,,60.600000,143.000000
,,,60.610000,167.000000
,,,60.620000,147.000000
,,,60.630000,152.000000
,,,60.640000,136.000000
,,,60.650000,129.000000
,,,60.660000,147.000000
,,,60.670000,130.000000
,,,60.680000,140.000000
,,,60.690000,137.000000
,,,60.700000,139.000000
,,,60.710000,120.000000
,,,60.720000,135.000000
,,,60.730000,143.000000
,,,60.740000,139.000000
,,,60.750000,141.000000
,,,60.760000,151.000000
,,,60.770000,138.000000
,,,60.780000,159.000000
,,,60.790000,142.000000
,,,60.800000,126.000000
,,,60.810000,143.000000
,,,60.820000,147.000000
,,,60.830000,142.000000
,,,60.840000,148.000000
,,,60.850000,138.000000
,,,60.860000,128.000000
,,,60.870000,157.000000
,,,60.880000,115.000000
,,,60.890000,136.000000
,,,60.900000,135.000000
,,,60.910000,136.000000
,,,60.920000,145.000000
,,,60.930000,128.000000
,,,60.940000,159.000000
,,,60.950000,141.000000
,,,60.960000,120.000000
,,,60.970000,156.000000
,,,60.980000,144.000000
,,,60.990000,149.000000
,,,61.000000,135.000000
,,,61.010000,131.000000
,,,61.020000,137.000000
,,,61.030000,146.000000
,,,61.040000,150.000000
,,,61.050000,149.000000
,,,61.060000,128.000000
,,,61.070000,130.000000
,,,61.080000,149.000000
,,,61.090000,143.000000
,,,61.100000,151.000000
,,,61.110000,139.000000
,,,61.120000,114.000000
,,,61.130000,140.000000
,,,61.140000,152.000000
,,,61.150000,180.000000
,,,61.160000,134.000000
,,,61.170000,140.000000
,,,61.180000,135.000000
,,,61.190000,141.000000
,,,61.200000,125.000000
,,,61.210000,114.000000
,,,61.220000,142.000000
,,,61.230000,150.000000
,,,61.240000,135.000000
,,,61.250000,178.000000
,,,61.260000,116.000000
,,,61.270000,139.000000
,,,61.280000,159.000000
,,,61.290000,128.000000
,,,61.300000,151.000000
,,,61.310000,145.000000
,,,61.320000,157.000000
,,,61.330000,134.000000
,,,61.340000,165.000000
,,,61.350000,144.000000
,,,61.360000,134.000000
,,,61.370000,130.000000
,,,61.380000,136.000000
,,,61.390000,152.000000
,,,61.400000,122.000000
,,,61.410000,131.000000
,,,61.420000,129.000000
,,,61.430000,146.000000
61.440000,-0.166473,-0.183929,,
61.450000,-0.166321,-0.183655,,
61.460000,-0.166016,-0.183258,,
61.470000,-0.165558,-0.182922,,
61.480000,-0.165253,-0.182617,,
61.490000,-0.164948,-0.182251,,
61.500000,-0.164795,-0.182068,,
61.510000,-0.164490,-0.181793,,
61.520000,-0.164185,-0.181427,,
61.530000,-0.163879,-0.181091,,
61.540000,-0.163574,-0.180786,,
61.550000,-0.163269,-0.180420,,
61.560000,-0.163116,-0.180115,,
61.570000,-0.162811,-0.179749,,
61.580000,-0.162506,-0.179443,,
61.590000,-0.162201,-0.179108,,
61.600000,-0.161743,-0.178772,,
61.610000,-0.161591,-0.178467,,
61.620000,-0.161285,-0.178101,,
61.630000,-0.160980,-0.177795,,
61.640000,-0.160675,-0.177429,,
61.650000,-0.160370,-0.177094,,
61.660000,-0.160065,-0.176819,,
61.670000,-0.159760,-0.176453,,
61.680000,-0.159454,-0.176086,,
61.690000,-0.159149,-0.175751,,
61.700000,-0.158844,-0.175446,,
61.710000,-0.158539,-0.175110,,
61.720000,-0.158234,-0.174774,,
61.730000,-0.157928,-0.174438,,
61.740000,-0.157623,-0.174103,,
61.750000,-0.157471,-0.173889,,
61.760000,-0.157166,-0.173615,,
61.770000,-0.156860,-0.173309,,
61.780000,-0.156555,-0.172913,,
61.790000,-0.156250,-0.172607,,
61.800000,-0.155945,-0.172272,,
61.810000,-0.155640,-0.171936,,
61.820000,-0.155334,-0.171570,,
61.830000,-0.155029,-0.171234,,
61.840000,-0.154724,-0.170929,,
61.850000,-0.154419,-0.170563,,
61.860000,-0.154114,-0.170227,,
61.870000,-0.153809,-0.169922,,
61.880000,-0.153503,-0.169556,,
61.890000,-0.153198,-0.169189,,
61.900000,-0.152893,-0.168884,,
61.910000,-0.152588,-0.168549,,
61.920000,-0.152283,-0.168213,,
61.930000,-0.151978,-0.167877,,
61.940000,-0.151672,-0.167542,,
61.950000,-0.151367,-0.167236,,
61.960000,-0.151062,-0.166901,,
61.970000,-0.150757,-0.166565,,
61.980000,-0.150452,-0.166199,,
61.990000,-0.150146,-0.165863,,
62.000000,-0.149841,-0.165619,,
62.010000,-0.149689,-0.165344,,
62.020000,-0.149231,-0.165009,,
62.030000,-0.149078,-0.164673,,
62.040000,-0.148773,-0.164368,,
62.050000,-0.148468,-0.164001,,
62.060000,-0.148163,-0.163666,,
62.070000,-0.147858,-0.163330,,
62.080000,-0.147552,-0.162964,,
62.090000,-0.147247,-0.162689,,
62.100000,-0.146942,-0.162292,,
62.110000,-0.146637,-0.161987,,
62.120000,-0.146332,-0.161713,,
62.130000,-0.146027,-0.161346,,
62.140000,-0.145721,-0.161011,,
62.150000,-0.145416,-0.160675,,
62.160000,-0.145111,-0.160339,,
62.170000,-0.144806,-0.160004,,
62.180000,-0.144501,-0.159668,,
62.190000,-0.144196,-0.159332,,
62.200000,-0.143890,-0.159027,,
62.210000,-0.143585,-0.158630,,
62.220000,-0.143280,-0.158356,,
62.230000,-0.142975,-0.158020,,
62.240000,-0.142670,-0.157654,,
62.250000,-0.142517,-0.157410,,
62.260000,-0.142365,-0.157196,,
62.270000,-0.142059,-0.156830,,
62.280000,-0.141754,-0.156464,,
62.290000,-0.141296,-0.156158,,
62.300000,-0.140991,-0.155823,,
62.310000,-0.140686,-0.155457,,
62.320000,-0.140381,-0.155121,,
62.330000,-0.140076,-0.154785,,
62.340000,-0.139771,-0.154449,,
62.350000,-0.139465,-0.154144,,
62.360000,-0.139313,-0.153809,,
62.370000,-0.138855,-0.153442,,
62.380000,-0.138550,-0.153137,,
62.390000,-0.138397,-0.152802,,
62.400000,-0.138092,-0.152435,,
62.410000,-0.137634,-0.152100,,
62.420000,-0.137482,-0.151794,,
62.430000,-0.137177,-0.151428,,
62.440000,-0.136871,-0.151123,,
62.450000,-0.136414,-0.150787,,
62.460000,-0.136261,-0.150452,,
62.470000,-0.135803,-0.150146,,
62.480000,-0.135498,-0.149750,,
62.490000,-0.135345,-0.149414,,
62.500000,-0.135040,-0.149231,,
62.510000,-0.134888,-0.148926,,
62.520000,-0.134430,-0.148560,,
62.530000,-0.134277,-0.148285,,
62.540000,-0.133820,-0.147919,,
62.550000,-0.133667,-0.147583,,
62.560000,-0.133362,-0.147278,,
62.570000,-0.133057,-0.146912,,
62.580000,-0.132599,-0.146576,,
62.590000,-0.132446,-0.146271,,
62.600000,-0.132141,-0.145905,,
62.610000,-0.131836,-0.145569,,
62.620000,-0.131531,-0.145233,,
62.630000,-0.131073,-0.144714,,
62.640000,-0.130768,-0.144409,,
62.650000,-0.130310,-0.144073,,
62.660000,-0.130005,-0.143707,,
62.670000,-0.129852,-0.143402,,
62.680000,-0.129547,-0.143036,,
62.690000,-0.129242,-0.142700,,
62.700000,-0.128937,-0.142426,,
62.710000,-0.128632,-0.142059,,
62.720000,-0.128326,-0.141724,,
62.730000,-0.128021,-0.141357,,
62.740000,-0.127716,-0.141052,,
62.750000,-0.127411,-0.140808,,
62.760000,-0.127258,-0.140533,,
62.770000,-0.126953,-0.140198,,
62.780000,-0.126648,-0.139862,,
62.790000,-0.126343,-0.139557,,
62.800000,-0.126038,-0.139191,,
62.810000,-0.125732,-0.138855,,
62.820000,-0.125427,-0.138519,,
62.830000,-0.125122,-0.138214,,
62.840000,-0.124817,-0.137909,,
62.850000,-0.124512,-0.137543,,
62.860000,-0.124207,-0.137177,,
62.870000,-0.123901,-0.136871,,
62.880000,-0.123596,-0.136505,,
62.890000,-0.123291,-0.136200,,
62.900000,-0.122986,-0.135895,,
62.910000,-0.122681,-0.135498,,
62.920000,-0.122375,-0.135193,,
62.930000,-0.122070,-0.134857,,
62.940000,-0.121765,-0.134491,,
62.950000,-0.121460,-0.134186,,
62.960000,-0.121155,-0.133850,,
62.970000,-0.120850,-0.133484,,
62.980000,-0.120544,-0.133179,,
62.990000,-0.120239,-0.132843,,
63.000000,-0.119934,-0.132599,,
63.010000,-0.119781,-0.132355,,
63.020000,-0.119476,-0.132019,,
63.030000,-0.119171,-0.131653,,
63.040000,-0.118866,-0.131317,,
63.050000,-0.118561,-0.130981,,
63.060000,-0.118256,-0.130615,,
63.070000,-0.117950,-0.130280,,
63.080000,-0.117645,-0.129974,,
63.090000,-0.117340,-0.129639,,
63.100000,-0.117035,-0.129303,,
63.110000,-0.116730,-0.128998,,
63.120000,-0.116425,-0.128632,,
63.130000,-0.116119,-0.128326,,
63.140000,-0.115814,-0.127960,,
63.150000,-0.115509,-0.127655,,
63.160000,-0.115204,-0.127319,,
63.170000,-0.114899,-0.126953,,
63.180000,-0.114594,-0.126617,,
63.190000,-0.114288,-0.126282,,
63.200000,-0.113983,-0.125946,,
63.210000,-0.113678,-0.125641,,
63.220000,-0.113525,-0.125305,,
63.230000,-0.113068,-0.124969,,
63.240000,-0.112762,-0.124664,,
63.250000,-0.112610,-0.124420,,
63.260000,-0.112305,-0.124115,,
63.270000,-0.112000,-0.123779,,
63.280000,-0.111694,-0.123444,,
63.290000,-0.111389,-0.123138,,
63.300000,-0.111084,-0.122772,,
63.310000,-0.110779,-0.122437,,
63.320000,-0.110474,-0.122101,,
63.330000,-0.110321,-0.121796,,
63.340000,-0.109863,-0.121399,,
63.350000,-0.109558,-0.121063,,
63.360000,-0.109253,-0.120789,,
63.370000,-0.109100,-0.120453,,
63.380000,-0.108795,-0.120117,,
63.390000,-0.108337,-0.119751,,
63.400000,-0.108185,-0.119446,,
63.410000,-0.107727,-0.119110,,
63.420000,-0.107422,-0.118774,,
63.430000,-0.107117,-0.118469,,
63.440000,-0.106812,-0.118103,,
63.450000,-0.106506,-0.117767,,
63.460000,-0.106201,-0.117401,,
63.470000,-0.105896,-0.117096,,
63.480000,-0.105743,-0.116730,,
63.490000,-0.105286,-0.116394,,
63.500000,-0.105133,-0.116211,,
63.510000,-0.104980,-0.115936,,
63.520000,-0.104523,-0.115540,,
63.530000,-0.104218,-0.115265,,
63.540000,-0.103912,-0.114868,,
63.550000,-0.103760,-0.114563,,
63.560000,-0.103302,-0.114227,,
63.570000,-0.102997,-0.113892,,
63.580000,-0.102844,-0.113586,,
63.590000,-0.102539,-0.113251,,
63.600000,-0.102234,-0.112915,,
63.610000,-0.101776,-0.112518,,
63.620000,-0.101624,-0.112244,,
63.630000,-0.101318,-0.111877,,
63.640000,-0.101013,-0.111542,,
63.650000,-0.100708,-0.111237,,
63.660000,-0.100403,-0.110870,,
63.670000,-0.100098,-0.110565,,
63.680000,-0.099792,-0.110229,,
63.690000,-0.099335,-0.109894,,
63.700000,-0.099182,-0.109558,,
63.710000,-0.098877,-0.109192,,
63.720000,-0.098572,-0.108887,,
63.730000,-0.098267,-0.108521,,
63.740000,-0.097961,-0.108246,,
63.750000,-0.097656,-0.107971,,
63.760000,-0.097504,-0.107727,,
63.770000,-0.097198,-0.107361,,
63.780000,-0.096893,-0.107025,,
63.790000,-0.096588,-0.106689,,
63.800000,-0.096130,-0.106293,,
63.810000,-0.095978,-0.106018,,
63.820000,-0.095673,-0.105682,,
63.830000,-0.095215,-0.105316,,
63.840000,-0.094910,-0.105011,,
63.850000,-0.094757,-0.104675,,
63.860000,-0.094299,-0.104340,,
63.870000,-0.094147,-0.104004,,
63.880000,-0.093842,-0.103699,,
63.890000,-0.093536,-0.103363,,
63.900000,-0.093231,-0.102997,,
63.910000,-0.092926,-0.102692,,
63.920000,-0.092621,-0.102325,,
63.930000,-0.092316,-0.101959,,
63.940000,-0.092010,-0.101654,,
63.950000,-0.091705,-0.101288,,
63.960000,-0.091400,-0.100983,,
63.970000,-0.091095,-0.100616,,
63.980000,-0.090790,-0.100311,,
63.990000,-0.090332,-0.099915,,
64.000000,-0.090179,-0.099731,,
64.010000,-0.090027,-0.099457,,
64.020000,-0.089722,-0.099121,,
64.030000,-0.089417,-0.098785,,
64.040000,-0.089111,-0.098450,,
64.050000,-0.088806,-0.098083,,
64.060000,-0.088348,-0.097778,,
64.070000,-0.088196,-0.097412,,
64.080000,-0.087891,-0.097107,,
64.090000,-0.087585,-0.096802,,
64.100000,-0.087280,-0.096497,,
64.110000,-0.086975,-0.096069,,
64.120000,-0.086670,-0.095734,,
64.130000,-0.086212,-0.095398,,
64.140000,-0.086060,-0.095093,,
64.150000,-0.085754,-0.094757,,
64.160000,-0.085449,-0.094421,,
64.170000,-0.085144,-0.094086,,
64.180000,-0.084839,-0.093719,,
64.190000,-0.084534,-0.093445,,
64.200000,-0.084229,-0.093109,,
64.210000,-0.083923,-0.092712,,
64.220000,-0.083618,-0.092377,,
64.230000,-0.083313,-0.092041,,
64.240000,-0.082855,-0.091583,,
64.250000,-0.082703,-0.091370,,
64.260000,-0.082397,-0.091095,,
64.270000,-0.082092,-0.090698,,
64.280000,-0.081787,-0.090393,,
64.290000,-0.081482,-0.090057,,
64.300000,-0.081177,-0.089691,,
64.310000,-0.080872,-0.089386,,
64.320000,-0.080566,-0.089050,,
64.330000,-0.080261,-0.088745,,
64.340000,-0.079956,-0.088409,,
64.350000,-0.079651,-0.088013,,
64.360000,-0.079346,-0.087708,,
64.370000,-0.079041,-0.087372,,
64.380000,-0.078735,-0.087006,,
64.390000,-0.078430,-0.086731,,
64.400000,-0.078125,-0.086395,,
64.410000,-0.077820,-0.086060,,
64.420000,-0.077515,-0.085724,,
64.430000,-0.077209,-0.085388,,
64.440000,-0.076904,-0.085052,,
64.450000,-0.076599,-0.084686,,
64.460000,-0.076294,-0.084412,,
64.470000,-0.076141,-0.084045,,
64.480000,-0.075684,-0.083710,,
64.490000,-0.075378,-0.083344,,
64.500000,-0.075378,-0.083221,,
64.510000,-0.074921,-0.082855,,
64.520000,-0.074615,-0.082520,,
64.530000,-0.074310,-0.082184,,
64.540000,-0.074005,-0.081879,,
64.550000,-0.073700,-0.081451,,
64.560000,-0.073395,-0.081146,,
64.570000,-0.073090,-0.080841,,
